Rk;G;Date;@;OppT;W/L;Tm;Opp;ORtg;DRtg;Pace;FTr;3PAr;TS%;TRB%;AST%;STL%;BLK%;a;eFG%;TOV%;ORB%;FT/FGA;b;OeFG%;OTOV%;DRB%;OFT/FGA;T
16;16;24/11/2023;@;GSW;L;112;118;105.5;111.2;106.2;.120;.470;.532;52.9;62.2;9.4;7.5;;.510;15.3;30.6;.100;;.611;20.8;81.6;.235;SAS
1;1;25/10/2023;@;SAS;W;126;119;118.4;111.8;106.4;.232;.475;.577;51.6;51.1;5.6;5.6;;.551;9.9;26.5;.172;;.579;16.1;79.5;.180;DAL
2;2;27/10/2023;;BRK;W;125;120;124.2;119.2;100.6;.308;.396;.605;46.0;45.5;5.0;4.1;;.566;8.0;17.8;.242;;.603;13.5;76.2;.098;DAL
3;3;30/10/2023;@;MEM;W;125;110;122.8;108.1;101.8;.286;.560;.661;52.2;57.1;3.9;12.7;;.637;13.7;15.0;.214;;.533;10.6;80.8;.130;DAL
4;4;01/11/2023;;CHI;W;114;105;123.9;114.1;92.0;.346;.593;.611;51.1;62.2;7.6;3.6;;.580;12.2;29.5;.247;;.534;12.2;72.7;.112;DAL
5;5;03/11/2023;@;DEN;L;114;125;118.1;129.4;96.6;.198;.488;.610;40.0;65.9;12.4;9.5;;.576;13.8;23.8;.174;;.597;14.4;55.8;.151;DAL
6;6;05/11/2023;;CHO;W;124;118;119.8;114.0;103.5;.352;.462;.590;52.2;72.1;2.9;8.7;;.549;8.7;21.4;.264;;.535;6.9;79.2;.121;DAL
7;7;06/11/2023;@;ORL;W;117;102;114.5;99.8;102.2;.341;.488;.620;44.9;51.2;8.8;10.3;;.591;12.9;13.5;.244;;.518;17.7;81.3;.165;DAL
8;8;08/11/2023;;TOR;L;116;127;111.4;122.0;104.1;.369;.488;.594;43.2;62.5;3.8;9.5;;.577;13.3;14.6;.226;;.551;9.0;68.1;.182;DAL
9;9;10/11/2023;;LAC;W;144;126;147.7;129.3;97.5;.265;.429;.658;46.6;58.8;7.2;1.6;;.617;6.8;34.9;.235;;.534;11.9;57.8;.364;DAL
10;10;12/11/2023;@;NOP;W;136;124;127.8;116.5;106.4;.206;.520;.611;43.8;58.0;6.6;10.7;;.588;5.1;16.3;.157;;.603;15.0;72.3;.141;DAL
11;11;14/11/2023;@;NOP;L;110;131;108.2;128.8;101.7;.289;.467;.542;51.7;65.8;3.9;5.4;;.500;16.5;34.8;.222;;.596;10.2;70.7;.202;DAL
12;12;15/11/2023;@;WAS;W;130;117;126.2;113.6;103.0;.315;.457;.620;50.0;66.7;5.8;7.5;;.614;8.7;19.1;.185;;.551;10.8;82.2;.213;DAL
13;13;18/11/2023;@;MIL;L;125;132;120.0;126.7;104.2;.097;.456;.582;54.4;52.9;1.0;4.1;;.573;10.1;23.4;.068;;.612;5.5;88.4;.181;DAL
14;14;19/11/2023;;SAC;L;113;129;117.8;134.5;95.9;.295;.386;.568;45.5;56.1;8.3;4.0;;.534;9.1;24.4;.216;;.628;10.8;67.4;.178;DAL
15;15;22/11/2023;@;LAL;W;104;101;111.4;108.2;93.3;.167;.521;.505;48.5;55.3;5.4;7.3;;.479;3.7;20.8;.125;;.530;10.6;80.4;.143;DAL
16;16;25/11/2023;@;LAC;L;88;107;95.1;115.6;92.6;.154;.418;.453;39.4;50.0;6.5;8.5;;.423;8.5;20.0;.121;;.477;10.6;61.4;.261;DAL
1;1;25/10/2023;@;MEM;W;111;104;108.7;101.8;102.1;.259;.376;.586;58.4;55.0;7.8;10.4;;.553;18.2;27.5;.200;;.484;11.5;83.7;.176;NOP
2;2;28/10/2023;;NYK;W;96;87;96.2;87.2;99.8;.184;.379;.510;42.2;50.0;8.0;9.4;;.511;12.1;8.5;.080;;.406;15.5;70.9;.156;NOP
3;3;30/10/2023;;GSW;L;102;130;103.6;132.0;98.5;.280;.419;.488;37.9;60.5;8.1;5.3;;.462;9.5;24.6;.172;;.597;11.6;54.3;.133;NOP
4;4;01/11/2023;@;OKC;W;110;106;107.1;103.2;102.8;.284;.412;.479;54.2;57.5;7.8;9.3;;.456;8.0;33.8;.167;;.472;12.4;85.7;.261;NOP
5;5;02/11/2023;;DET;W;125;116;127.9;118.7;97.7;.438;.400;.655;42.9;69.2;5.1;12.5;;.575;11.2;19.4;.413;;.505;13.2;60.4;.223;NOP
6;6;04/11/2023;;ATL;L;105;123;114.6;134.3;91.6;.250;.369;.563;40.2;60.0;9.8;13.5;;.524;8.8;21.4;.202;;.559;9.6;57.8;.204;NOP
7;7;06/11/2023;@;DEN;L;116;134;115.8;133.7;100.2;.167;.333;.600;45.8;53.3;6.0;3.6;;.572;11.9;19.0;.144;;.616;7.9;73.2;.179;NOP
8;8;08/11/2023;@;MIN;L;101;122;98.7;119.2;102.3;.237;.301;.492;45.5;63.9;5.9;2.2;;.430;14.2;21.6;.226;;.640;14.7;78.4;.207;NOP
9;9;10/11/2023;@;HOU;L;101;104;102.9;106.0;98.1;.453;.333;.561;53.8;35.3;6.1;11.3;;.507;16.7;19.5;.333;;.466;8.2;82.0;.250;NOP
10;10;12/11/2023;;DAL;L;124;136;116.5;127.8;106.4;.239;.391;.610;56.3;66.0;1.9;6.1;;.603;15.0;27.7;.141;;.588;5.1;83.7;.157;NOP
11;11;14/11/2023;;DAL;W;131;110;128.8;108.2;101.7;.277;.404;.621;48.3;67.3;16.7;12.5;;.596;10.2;29.3;.202;;.500;16.5;65.2;.222;NOP
12;12;17/11/2023;;DEN;W;115;110;113.5;108.6;101.3;.239;.261;.591;43.3;71.7;7.9;8.9;;.591;8.5;9.1;.125;;.542;11.4;76.1;.063;NOP
13;13;18/11/2023;;MIN;L;120;121;122.1;123.1;98.3;.267;.337;.624;54.8;61.4;9.2;10.2;;.581;15.0;31.7;.233;;.619;13.2;84.4;.275;NOP
14;14;20/11/2023;;SAC;W;129;93;130.2;93.8;99.1;.228;.304;.637;60.4;76.0;8.1;14.3;;.609;9.0;27.0;.185;;.443;11.8;83.3;.184;NOP
15;15;22/11/2023;;SAC;W;117;112;117.8;112.8;99.3;.425;.345;.566;55.8;56.1;10.1;6.3;;.511;8.8;27.7;.322;;.546;14.1;89.7;.382;NOP
16;16;24/11/2023;@;LAC;W;116;106;115.5;105.5;100.4;.307;.273;.581;56.2;60.5;6.0;9.1;;.545;13.1;27.9;.227;;.516;10.0;82.6;.120;NOP
17;17;25/11/2023;@;UTA;L;100;105;100.9;106.0;99.1;.194;.387;.495;44.7;79.5;15.1;9.1;;.478;11.4;25.5;.118;;.523;19.6;67.4;.161;NOP
16;16;26/11/2023;;PHO;L;113;116;127.2;130.6;88.8;.372;.337;.565;44.7;46.2;7.9;9.4;;.523;5.7;31.0;.267;;.549;9.9;58.1;.176;NYK
17;17;26/11/2023;;ATL;W;113;103;117.0;106.6;96.6;.211;.495;.544;57.4;57.1;9.3;8.6;;.511;10.4;36.0;.168;;.517;13.5;78.4;.136;BOS
18;18;28/11/2023;;CHI;W;124;97;128.4;100.4;96.6;.133;.544;.651;58.4;76.6;6.2;14.5;;.639;14.4;28.2;.100;;.483;7.6;82.0;.111;BOS
19;19;01/12/2023;;PHI;W;125;119;122.8;116.9;101.8;.468;.429;.673;52.3;64.1;9.8;13.6;;.610;17.7;27.0;.403;;.543;13.3;70.6;.181;BOS
17;17;27/11/2023;;LAL;W;138;94;146.5;99.8;94.2;.280;.495;.661;60.0;70.2;11.7;3.6;;.624;4.6;36.6;.237;;.512;16.1;84.6;.108;PHI
18;18;29/11/2023;@;NOP;L;114;124;115.8;125.9;98.5;.222;.420;.641;42.9;66.7;8.1;14.6;;.605;19.1;22.9;.198;;.603;17.7;62.9;.385;PHI
19;19;01/12/2023;@;BOS;L;119;125;116.9;122.8;101.8;.245;.372;.571;47.7;37.2;15.7;11.4;;.543;13.3;29.4;.181;;.610;17.7;73.0;.403;PHI
17;17;28/11/2023;;CHO;W;115;91;121.5;96.1;94.7;.227;.432;.594;56.8;51.2;10.6;12.1;;.551;14.2;34.9;.205;;.489;15.6;75.0;.045;NYK
18;18;30/11/2023;;DET;W;118;112;120.4;114.2;98.0;.318;.466;.588;49.4;61.0;8.2;6.5;;.557;9.9;26.1;.227;;.623;18.4;78.4;.136;NYK
19;19;01/12/2023;@;TOR;W;119;106;124.2;110.6;95.8;.178;.400;.613;47.3;66.7;6.3;4.4;;.589;11.0;27.5;.144;;.470;10.0;62.7;.120;NYK
17;17;26/11/2023;@;CLE;L;102;105;105.3;108.4;96.8;.326;.360;.501;50.5;45.9;9.3;4.5;;.461;10.5;31.5;.225;;.515;12.3;73.3;.052;TOR
18;18;28/11/2023;@;BRK;L;103;115;103.9;116.0;99.1;.188;.356;.471;43.8;69.2;11.1;5.9;;.450;6.0;24.6;.119;;.522;13.0;70.5;.247;TOR
19;19;29/11/2023;;PHO;W;112;105;117.5;110.2;95.3;.226;.290;.548;51.0;59.5;7.3;7.4;;.505;8.1;30.0;.194;;.441;8.0;73.9;.234;TOR
20;20;01/12/2023;;NYK;L;106;119;110.6;124.2;95.8;.170;.320;.493;52.7;72.7;7.3;11.1;;.470;10.0;37.3;.120;;.589;11.0;72.5;.144;TOR
15;15;25/11/2023;;MIA;W;112;97;121.5;105.2;92.2;.295;.462;.635;48.8;69.2;11.9;17.0;;.590;11.1;20.5;.256;;.500;15.5;72.3;.115;BRK
16;16;26/11/2023;;CHI;W;118;109;131.0;121.0;90.1;.181;.639;.658;49.4;70.7;7.8;3.9;;.645;9.1;21.1;.133;;.554;10.6;75.6;.205;BRK
17;17;28/11/2023;;TOR;W;115;103;116.0;103.9;99.1;.292;.427;.572;56.2;65.0;7.1;12.3;;.522;13.0;29.5;.247;;.450;6.0;75.4;.119;BRK
18;18;30/11/2023;;CHO;L;128;129;137.0;138.0;93.4;.143;.343;.573;55.9;40.4;6.4;7.3;;.562;7.5;44.0;.095;;.621;8.4;69.8;.176;BRK
19;19;02/12/2023;;ORL;W;129;101;129.2;101.1;99.9;.341;.374;.616;61.3;67.4;4.0;12.1;;.582;9.5;32.6;.253;;.454;10.0;86.0;.253;BRK
17;17;26/11/2023;;POR;W;108;102;108.8;102.7;99.3;.360;.472;.524;56.5;54.3;13.1;18.6;;.472;14.2;38.3;.270;;.478;14.6;75.6;.165;MIL
18;18;28/11/2023;@;MIA;W;131;124;132.7;125.6;98.7;.307;.398;.656;56.3;55.3;3.0;6.3;;.608;8.3;22.9;.273;;.585;5.5;82.2;.149;MIL
19;19;30/11/2023;@;CHI;L;113;120;101.3;107.5;101.1;.133;.490;.545;45.7;63.6;10.8;9.8;;.531;16.2;19.6;.092;;.526;16.3;70.8;.173;MIL
20;20;02/12/2023;;ATL;W;132;121;129.8;119.0;101.7;.169;.371;.690;52.4;62.3;4.9;9.5;;.674;13.6;24.2;.135;;.520;9.1;70.6;.158;MIL
16;16;27/11/2023;;POR;L;110;114;105.9;109.7;103.9;.273;.375;.558;52.5;61.9;9.6;9.0;;.523;16.9;25.6;.205;;.524;14.0;78.0;.294;IND
17;17;30/11/2023;@;MIA;L;132;142;122.7;132.0;107.6;.327;.439;.589;41.5;60.0;10.2;7.7;;.566;7.4;20.8;.214;;.605;11.7;70.6;.442;IND
18;18;02/12/2023;@;MIA;W;144;129;144.5;129.4;99.7;.235;.376;.768;53.3;62.5;4.0;12.5;;.753;8.8;12.0;.188;;.607;9.1;82.9;.236;IND
17;17;26/11/2023;;TOR;W;105;102;108.4;105.3;96.8;.062;.320;.527;49.5;64.4;2.1;8.8;;.515;12.3;26.7;.052;;.461;10.5;68.5;.225;CLE
18;18;28/11/2023;;ATL;W;128;105;124.3;102.0;103.0;.183;.387;.637;55.6;54.0;7.8;21.1;;.608;13.7;28.6;.161;;.411;8.2;75.4;.218;CLE
19;19;30/11/2023;;POR;L;95;103;102.7;111.3;92.5;.135;.360;.504;46.7;65.8;13.0;4.8;;.466;15.3;31.1;.135;;.597;21.2;70.0;.143;CLE
20;20;02/12/2023;@;DET;W;110;101;111.8;102.7;98.4;.202;.337;.567;46.7;56.8;11.2;1.9;;.551;10.2;17.0;.135;;.518;14.7;77.8;.181;CLE
18;18;26/11/2023;@;BRK;L;109;118;121.0;131.0;90.1;.265;.386;.588;50.6;52.5;3.3;6.7;;.554;10.6;24.4;.205;;.645;9.1;78.9;.133;CHI
19;19;28/11/2023;@;BOS;L;97;124;100.4;128.4;96.6;.200;.311;.495;41.6;64.1;11.4;17.1;;.483;7.6;18.0;.111;;.639;14.4;71.8;.100;CHI
20;20;30/11/2023;;MIL;W;120;113;107.5;101.3;101.1;.224;.378;.557;54.3;71.1;12.5;8.0;;.526;16.3;29.2;.173;;.531;16.2;80.4;.092;CHI
21;21;02/12/2023;;NOP;W;124;118;132.0;125.6;94.0;.170;.455;.655;51.3;66.7;6.4;14.0;;.642;12.1;31.6;.125;;.549;11.0;69.0;.341;CHI
17;17;27/11/2023;;WAS;L;107;126;100.2;118.0;106.8;.186;.373;.485;51.6;67.4;6.6;18.3;;.461;12.7;31.0;.127;;.562;12.9;83.8;.292;DET
18;18;29/11/2023;;LAL;L;107;133;102.0;126.7;104.9;.144;.371;.519;44.3;70.0;7.6;5.6;;.490;11.9;19.6;.124;;.580;10.3;78.4;.352;DET
19;19;30/11/2023;@;NYK;L;112;118;114.2;120.4;98.0;.210;.432;.633;50.6;51.2;4.1;6.4;;.623;18.4;21.6;.136;;.557;9.9;73.9;.227;DET
20;20;02/12/2023;;CLE;L;101;110;102.7;111.8;98.4;.277;.361;.542;53.3;61.5;9.1;5.1;;.518;14.7;22.2;.181;;.551;10.2;83.0;.135;DET
17;17;26/11/2023;;CHO;W;130;117;122.4;110.2;106.2;.379;.310;.640;55.0;70.2;9.4;5.7;;.598;12.1;18.4;.299;;.608;16.1;88.1;.193;ORL
18;18;29/11/2023;;WAS;W;139;120;136.2;117.6;102.1;.286;.321;.735;60.3;66.7;4.9;10.3;;.708;16.0;29.0;.238;;.534;8.9;83.3;.310;ORL
19;19;01/12/2023;;WAS;W;130;125;122.8;118.1;105.8;.371;.348;.628;52.4;76.1;5.7;13.1;;.584;11.9;23.8;.292;;.579;12.0;81.0;.247;ORL
20;20;02/12/2023;@;BRK;L;101;129;101.1;129.2;99.9;.310;.333;.511;38.7;68.6;3.0;8.8;;.454;10.0;14.0;.253;;.582;9.5;67.4;.253;ORL
18;18;28/11/2023;;MIL;L;124;131;125.6;132.7;98.7;.223;.319;.601;43.8;66.7;3.0;9.4;;.585;5.5;17.8;.149;;.608;8.3;77.1;.273;MIA
19;19;30/11/2023;;IND;W;142;132;132.0;122.7;107.6;.523;.244;.671;58.5;52.1;3.7;1.8;;.605;11.7;29.4;.442;;.566;7.4;79.2;.214;MIA
20;20;02/12/2023;;IND;L;129;144;129.4;144.5;99.7;.270;.281;.648;46.7;56.3;3.0;1.9;;.607;9.1;17.1;.236;;.753;8.8;88.0;.188;MIA
16;16;26/11/2023;@;BOS;L;103;113;106.6;117.0;96.6;.216;.602;.534;42.6;41.7;5.2;8.3;;.517;13.5;21.6;.136;;.511;10.4;64.0;.168;ATL
17;17;28/11/2023;@;CLE;L;105;128;102.0;124.3;103.0;.238;.436;.471;44.4;60.0;8.7;5.3;;.411;8.2;24.6;.218;;.608;13.7;71.4;.161;ATL
18;18;30/11/2023;@;SAS;W;137;135;127.1;125.2;107.8;.302;.344;.630;44.0;49.0;13.0;4.2;;.583;8.4;18.2;.260;;.640;17.5;72.5;.236;ATL
19;19;02/12/2023;@;MIL;L;121;132;119.0;129.8;101.7;.208;.376;.549;47.6;51.1;10.8;7.1;;.520;9.1;29.4;.158;;.674;13.6;75.8;.135;ATL
15;15;26/11/2023;@;ORL;L;117;130;110.2;122.4;106.2;.301;.361;.622;45.0;61.4;5.7;11.7;;.608;16.1;11.9;.193;;.598;12.1;81.6;.299;CHO
16;16;28/11/2023;@;NYK;L;91;115;96.1;121.5;94.7;.079;.348;.494;43.2;56.8;8.5;4.0;;.489;15.6;25.0;.045;;.551;14.2;65.1;.205;CHO
17;17;30/11/2023;@;BRK;W;129;128;138.0;137.0;93.4;.176;.396;.658;44.1;65.2;6.4;10.1;;.621;8.4;30.2;.176;;.562;7.5;56.0;.095;CHO
18;18;02/12/2023;;MIN;L;117;123;123.7;130.1;94.6;.209;.275;.589;46.8;65.9;6.3;7.5;;.549;7.5;24.4;.187;;.577;10.2;72.2;.310;CHO
17;17;27/11/2023;@;DET;W;126;107;118.0;100.2;106.8;.315;.326;.622;48.4;64.4;7.5;9.4;;.562;12.9;16.2;.292;;.461;12.7;69.0;.127;WAS
18;18;29/11/2023;@;ORL;L;120;139;117.6;136.2;102.1;.402;.333;.586;39.7;68.3;13.7;5.3;;.534;8.9;16.7;.310;;.708;16.0;71.0;.238;WAS
19;19;01/12/2023;@;ORL;L;125;130;118.1;122.8;105.8;.348;.315;.609;47.6;55.6;7.6;8.6;;.579;12.0;19.0;.247;;.584;11.9;76.2;.292;WAS
16;16;26/11/2023;@;MEM;W;119;97;122.5;99.8;97.2;.284;.420;.653;54.5;69.8;5.1;9.8;;.623;13.3;20.0;.222;;.443;11.5;76.6;.216;MIN
17;17;28/11/2023;;OKC;W;106;103;109.4;106.3;96.9;.410;.423;.576;58.6;54.5;3.1;15.0;;.513;17.1;27.0;.333;;.472;7.4;82.0;.200;MIN
18;18;30/11/2023;;UTA;W;101;90;106.9;95.3;94.5;.146;.393;.533;45.2;74.4;13.8;13.2;;.511;10.4;20.8;.112;;.443;16.9;71.1;.149;MIN
19;19;02/12/2023;@;CHO;W;123;117;130.1;123.7;94.6;.357;.369;.633;53.2;60.5;5.3;4.5;;.577;10.2;27.8;.310;;.549;7.5;75.6;.18;MIN
17;17;28/11/2023;@;MIN;L;103;106;106.3;109.4;96.9;.256;.333;.514;41.4;59.5;8.3;8.9;;.472;7.4;18.0;.200;;.513;17.1;73.0;.333;OKC
18;18;30/11/2023;;LAL;W;133;110;132.7;109.7;100.2;.234;.447;.641;53.9;58.0;9.0;12.5;;.606;6.3;19.0;.202;;.512;12.0;85.1;.333;OKC
19;19;02/12/2023;@;DAL;W;126;120;125.3;119.3;100.6;.220;.440;.574;51.5;54.5;8.0;14.3;;.540;9.9;33.3;.180;;.557;12.8;69.4;.264;OKC
18;18;27/11/2023;@;LAC;W;113;104;118.6;109.2;95.3;.304;.239;.542;51.5;63.6;8.4;9.2;;.533;9.5;35.3;.163;;.447;11.5;68.0;.329;DEN
19;19;29/11/2023;;HOU;W;134;124;145.4;134.5;92.2;.274;.453;.629;53.9;77.1;4.3;4.4;;.605;2.7;32.5;.200;;.640;7.8;77.8;.163;DEN
20;20;01/12/2023;@;PHO;W;119;111;123.1;114.8;96.7;.136;.364;.638;42.7;76.0;8.3;7.0;;.636;8.8;10.3;.080;;.518;11.2;77.8;.286;DEN
21;21;02/12/2023;@;SAC;L;117;123;109.7;115.4;106.6;.202;.253;.543;49.5;71.4;8.4;10.8;;.525;8.5;17.4;.131;;.566;9.4;80.9;.111;DEN
17;17;27/11/2023;;NOP;W;114;112;118.1;116.1;96.5;.318;.545;.568;47.3;83.8;6.2;6.1;;.517;9.1;19.6;.261;;.540;7.5;75.6;.193;NOP
18;18;29/11/2023;@;MEM;L;91;105;96.6;111.5;94.2;.133;.433;.478;43.3;76.5;8.5;16.7;;.467;15.1;23.5;.078;;.569;14.2;69.2;.069;NOP
19;19;30/11/2023;@;MIN;L;90;101;95.3;106.9;94.5;.161;.391;.483;54.8;66.7;6.4;7.4;;.443;16.9;28.9;.149;;.511;10.4;79.2;.112;NOP
20;20;02/12/2023;;POR;W;118;113;115.7;110.8;92.4;.255;.362;.564;58.3;58.7;4.9;20.0;;.527;14.0;35.6;.202;;.468;7.8;78.4;.253;NOP
16;16;26/11/2023;@;MIL;L;102;108;102.7;108.8;99.3;.220;.352;.511;43.5;56.8;15.1;8.5;;.478;14.6;24.4;.165;;.472;14.2;61.7;.270;POR
17;17;27/11/2023;@;IND;W;114;110;109.7;105.9;103.9;.365;.212;.578;47.5;50.0;5.8;7.3;;.524;14.0;22.0;.294;;.523;16.9;74.4;.205;POR
18;18;30/11/2023;@;CLE;W;103;95;111.3;102.7;92.5;.143;.455;.629;53.3;74.4;10.8;7.0;;.597;21.2;30.0;.143;;.466;15.3;68.9;.135;POR
19;19;02/12/2023;@;UTA;L;113;118;110.8;115.7;92.4;.284;.421;.529;41.7;44.7;10.8;8.3;;.468;7.8;21.6;.253;;.527;14.0;64.4;.202;POR
18;18;29/11/2023;@;TOR;L;105;112;110.2;117.5;95.3;.245;.277;.504;49.0;65.8;3.1;7.6;;.441;8.0;26.1;.234;;.505;8.1;70.0;.194;PHO
19;19;01/12/2023;;DEN;L;111;119;114.8;123.1;96.7;.310;.321;.582;57.3;56.4;4.1;14.3;;.518;11.2;22.2;.286;;.636;8.8;89.7;.080;PHO
20;20;02/12/2023;;MEM;W;116;109;114.3;107.4;101.5;.518;.313;.569;52.4;66.7;9.9;9.1;;.488;13.6;27.3;.422;;.506;13.4;80.0;.256;PHO
18;18;27/11/2023;@;PHI;L;94;138;99.8;146.5;94.2;.157;.337;.530;40.0;59.0;3.2;8.5;;.512;16.1;15.4;.108;;.624;4.6;63.4;.237;LAL
19;19;29/11/2023;@;DET;W;133;107;126.7;102.0;104.9;.432;.386;.635;55.7;62.2;6.7;16.4;;.580;10.3;21.6;.352;;.490;11.9;80.4;.124;LAL
20;20;30/11/2023;@;OKC;L;110;133;109.7;132.7;100.2;.395;.407;.578;46.1;66.7;6.0;3.8;;.512;12.0;14.9;.333;;.606;6.3;81.0;.202;LAL
21;21;02/12/2023;;HOU;W;107;97;107.3;97.3;99.7;.303;.303;.530;47.1;60.0;11.0;12.1;;.494;8.2;17.3;.213;;.466;14.2;78.0;.157;LAL
16;16;27/11/2023;;DEN;L;104;113;109.2;118.6;95.3;.400;.235;.520;48.5;51.4;6.3;12.9;;.447;11.5;32.0;.329;;.533;9.5;64.7;.163;LAC
17;17;29/11/2023;@;SAC;W;131;117;135.8;121.2;96.5;.237;.301;.638;44.0;56.0;8.3;11.1;;.613;3.7;19.0;.183;;.541;12.5;69.0;.279;LAC
18;18;30/11/2023;@;GSW;L;114;120;123.8;130.4;92.0;.253;.337;.540;47.8;61.9;5.4;2.3;;.505;5.4;28.8;.189;;.591;6.8;73.7;.280;LAC
19;19;02/12/2023;;GSW;W;113;112;112.1;111.1;100.8;.156;.433;.588;48.8;70.5;5.0;14.0;;.561;10.3;12.2;.133;;.541;11.9;85.4;.221;LAC
16;16;28/11/2023;;GSW;W;124;123;118.4;117.4;104.7;.462;.484;.566;46.9;61.0;7.6;16.7;;.533;8.4;21.8;.297;;.584;15.8;79.1;.313;SAC
17;17;29/11/2023;;LAC;L;117;131;121.2;135.8;96.5;.326;.477;.595;56.0;55.0;1.0;1.5;;.541;12.5;31.0;.279;;.613;3.7;81.0;.183;SAC
18;18;02/12/2023;;DEN;W;123;117;115.4;109.7;106.6;.152;.343;.582;50.5;68.8;6.6;6.8;;.566;9.4;19.1;.111;;.525;8.5;82.6;.131;SAC
18;18;28/11/2023;@;SAC;L;123;124;117.4;118.4;104.7;.361;.494;.639;53.1;62.5;5.7;12.8;;.584;15.8;20.9;.313;;.533;8.4;78.2;.297;GSW
19;19;30/11/2023;;LAC;W;120;114;130.4;123.8;92.0;.378;.476;.627;52.2;73.2;3.3;6.3;;.591;6.8;26.3;.280;;.505;5.4;71.2;.189;GSW
20;20;02/12/2023;@;LAC;L;112;113;111.1;112.1;100.8;.279;.500;.580;51.2;81.6;5.0;7.8;;.541;11.9;14.6;.221;;.561;10.3;87.8;.133;GSW
16;16;26/11/2023;;MIN;L;97;119;99.8;122.5;97.2;.307;.420;.486;45.5;70.6;4.1;8.5;;.443;11.5;23.4;.216;;.623;13.3;80.0;.222;MEM
17;17;29/11/2023;;UTA;W;105;91;111.5;96.6;94.2;.092;.448;.580;56.7;60.5;9.6;19.6;;.569;14.2;30.8;.069;;.467;15.1;76.5;.078;MEM
18;18;01/12/2023;@;DAL;W;108;94;114.3;99.4;94.5;.122;.378;.569;55.3;61.4;8.5;22.6;;.550;12.9;31.0;.100;;.435;9.8;75.0;.152;MEM
19;19;02/12/2023;@;PHO;L;109;116;107.4;114.3;101.5;.279;.360;.564;47.6;35.9;8.9;14.0;;.506;13.4;20.0;.256;;.488;13.6;72.7;.422;MEM
15;15;28/11/2023;@;DAL;L;115;121;119.3;125.5;96.4;.341;.341;.588;51.3;78.6;2.1;10.9;;.541;10.9;25.6;.271;;.539;6.4;76.9;.281;HOU
16;16;29/11/2023;@;DEN;L;124;134;134.5;145.4;92.2;.221;.477;.657;46.1;57.4;3.3;9.6;;.640;7.8;22.2;.163;;.605;2.7;67.5;.200;HOU
17;17;02/12/2023;@;LAL;L;97;107;97.3;107.3;99.7;.202;.348;.500;52.9;66.7;5.0;11.3;;.466;14.2;22.0;.157;;.494;8.2;82.7;.213;HOU
17;17;26/11/2023;@;DEN;L;120;132;113.6;125.0;105.6;.280;.398;.574;43.8;81.0;9.5;9.8;;.527;12.6;22.7;.237;;.629;16.0;69.4;.225;SAS
18;18;30/11/2023;;ATL;L;135;137;125.2;127.1;107.8;.258;.461;.681;56.0;70.8;3.7;11.1;;.640;17.5;27.5;.236;;.583;8.4;81.8;.260;SAS
19;19;01/12/2023;@;NOP;L;106;121;108.4;123.8;97.8;.205;.470;.586;48.1;73.7;5.1;9.3;;.554;17.4;20.0;.169;;.553;10.1;75.6;.318;SAS
17;17;28/11/2023;;HOU;W;121;115;125.5;119.3;96.4;.326;.382;.595;48.7;59.5;5.2;7.1;;.539;6.4;23.1;.281;;.541;10.9;74.4;.271;DAL
18;18;01/12/2023;;MEM;L;94;108;99.4;114.3;94.5;.228;.424;.464;44.7;79.4;9.5;8.9;;.435;9.8;25.0;.152;;.550;12.9;69.0;.100;DAL
19;19;02/12/2023;;OKC;L;120;126;119.3;125.3;100.6;.402;.598;.586;48.5;66.7;5.0;21.4;;.557;12.8;30.6;.264;;.540;9.9;66.7;.180;DAL
18;18;27/11/2023;@;UTA;L;112;114;116.1;118.1;96.5;.284;.250;.566;52.7;61.4;5.2;2.5;;.540;7.5;24.4;.193;;.517;9.1;80.4;.261;NOP
19;19;29/11/2023;;PHI;W;124;114;125.9;115.8;98.5;.436;.385;.667;57.1;78.6;11.2;8.5;;.603;17.7;37.1;.385;;.605;19.1;77.1;.198;NOP
20;20;01/12/2023;;SAS;W;121;106;123.8;108.4;97.8;.341;.365;.619;51.9;61.9;8.2;13.6;;.553;10.1;24.4;.318;;.554;17.4;80.0;.169;NOP
21;21;02/12/2023;@;CHI;L;118;124;125.6;132.0;94.0;.427;.305;.606;48.8;48.8;10.6;2.1;;.549;11.0;31.0;.341;;.642;12.1;68.4;.125;NOP
